id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
29350724;Zürich 3, schönes/gemütliches Zimmer 1;188291999;Bruno;Kreis 3;Alt-Wiedikon;47.36887;8.51732;Private room;60;1;62;2020-03-07;2.26;3;56
29350951;Gugolzstrasse 3-Studio;50348083;Apartments Swiss Star;Kreis 4;Hard;47.38258;8.51333;Entire home/apt;70;30;0;;;47;90
29402177;Wohnung im Grünen, nahe Stadt Zürich;215981575;Natascha;Kreis 11;Affoltern;47.40922;8.52582;Entire home/apt;86;2;16;2021-02-12;0.56;1;75
29404842;New big boutique loft Studio;13570663;Chris;Kreis 8;Seefeld;47.35726;8.55432;Entire home/apt;95;4;24;2020-07-18;0.85;37;332
29478826;Executive 2BR Centrally Located + Balcony;3528377;Marc;Kreis 4;Hard;47.3841;8.50817;Entire home/apt;111;2;88;2021-01-13;3.1;15;207
29481611;Modern city flat next to the Botanical Garden;5608216;Regula;Kreis 8;Weinegg;47.36025;8.5605;Entire home/apt;130;3;16;2020-11-11;0.59;1;1
29618504;City central quiet studio in friendly safe area;222814543;Haoran;Kreis 7;Hottingen;47.36798;8.55647;Entire home/apt;112;20;227;2020-09-08;8.32;3;59
29626807;Superior Cosy Studio with Pocket WIFI!!;172671195;Maria;Kreis 10;Wipkingen;47.39425;8.52225;Entire home/apt;109;1;71;2021-02-02;2.52;8;363
29655342;Cozy studio with great city and lake connections;100886524;David;Kreis 9;Altstetten;47.38201;8.50151;Entire home/apt;72;2;40;2021-01-10;1.43;1;140
29692684;Nice 2.5 Maisonette in Zürich in a quit area;20462872;Irina;Kreis 11;Affoltern;47.42243;8.50668;Entire home/apt;100;2;9;2021-01-30;0.34;1;179
29702898;Brand new and modern Luxury Apartment;55875758;Sergio;Kreis 9;Altstetten;47.39289;8.48553;Entire home/apt;97;1;75;2021-02-11;2.66;1;0
29738116;Cosy central 1 bedroom apartment in Enge;6480790;Lili;Kreis 3;Alt-Wiedikon;47.36042;8.5214;Entire home/apt;77;14;0;;;1;362
29769890;Cosy room in Zurich;19395155;Laurence;Kreis 2;Enge;47.36008;8.52724;Private room;9840;1;5;2019-01-09;0.18;1;364
29770166;Private Room + Bath  - 10min to Zurich Mainstation;18455156;Chiphong;Kreis 2;Wollishofen;47.33887;8.51975;Private room;40;2;51;2021-02-05;1.86;1;23
29816714;Experience Zurich like a local;224290906;Suwanit;Kreis 5;Escher Wyss;47.38752;8.5213;Private room;85;1;62;2020-02-13;2.23;1;90
29818004;Cozy & quiet apartment close to parks & lakeside.;16506657;Karen;Kreis 2;Enge;47.35791;8.52813;Entire home/apt;119;2;4;2020-08-08;0.44;4;0
29843172;No longer available;18381905;Jude;Kreis 11;Seebach;47.42125;8.54615;Private room;40;30;0;;;1;365
29895316;Fantastic 1 BR flat, city center, near lake (SF15);23561865;Tania;Kreis 8;Mühlebach;47.35686;8.55561;Entire home/apt;126;2;72;2021-02-14;2.66;31;46
29926557;Binz 111-A011;101179485;Vinh;Kreis 3;Alt-Wiedikon;47.3609;8.51769;Entire home/apt;90;1;29;2020-08-21;1.07;9;187
29943405;Central location, 10 min from operahouse;6143311;Olga;Kreis 7;Hottingen;47.36869;8.5542;Private room;40;2;30;2019-09-22;1.08;1;365
29960901;Cozy guest bedroom,  Zurich lake 10min by feet;2866219;Jenny;Kreis 2;Wollishofen;47.34231;8.53007;Private room;55;3;15;2020-07-14;0.56;2;177
29989383;Two Room Comfort Apartment sleeps 4;96791954;Arno;Kreis 4;Werd;47.36995;8.52568;Entire home/apt;134;2;48;2021-02-13;1.89;5;173
29990461;Three Room Comfort Apartment sleeps 6;96791954;Arno;Kreis 3;Sihlfeld;47.36963;8.52467;Entire home/apt;145;2;62;2021-02-14;2.32;5;176
29990566;Two Room Deluxe Apartment sleeps 2 ( max 4);96791954;Arno;Kreis 4;Werd;47.37062;8.52675;Entire home/apt;137;2;7;2020-01-18;0.26;5;147
29990656;One Room Junior Apartment sleeps 2;96791954;Arno;Kreis 3;Sihlfeld;47.36917;8.52654;Entire home/apt;134;2;1;2019-08-18;0.05;5;173
29990728;Two Room Superior Apartment sleeps 2 (max 4);96791954;Arno;Kreis 3;Sihlfeld;47.36912;8.52486;Entire home/apt;141;2;36;2021-02-07;1.46;5;158
30078347;warm and colorful 2BR home, 13min from HB;202315486;Christiane;Kreis 9;Altstetten;47.38653;8.49715;Entire home/apt;113;3;22;2020-04-25;0.81;2;85
30082090;friendly, bright and modern 2.Et./4P;225862509;Dani;Kreis 5;Gewerbeschule;47.38398;8.52894;Private room;502;12;5;2019-01-02;0.18;3;90
30089453;Beautiful Apartment in the Heart of Zürich;8776462;Larissa;Kreis 3;Sihlfeld;47.3707;8.51148;Entire home/apt;200;3;3;2019-08-05;0.15;1;178
30105961;Welcome! 1 bedroom lovely apt few min from center;13524138;Romain;Kreis 3;Alt-Wiedikon;47.36573;8.52095;Entire home/apt;74;4;9;2020-03-08;0.36;2;0
30123018;Cute private bedroom, 13 min from HB;202315486;Christiane;Kreis 4;Hard;47.38825;8.49842;Private room;70;1;42;2020-04-17;1.55;2;26
30139514;Big and clean apartment in Zurich city;39419287;Vanja & Daniel;Kreis 9;Altstetten;47.39483;8.4733;Entire home/apt;70;3;4;2019-11-30;0.16;1;217
30171704;Lovely brandnew penthouse studio with dream views;13570663;Chris;Kreis 8;Seefeld;47.35718;8.55274;Entire home/apt;75;4;24;2020-11-05;0.87;37;1
30173680;easy, cool and central room 1;49621028;A. Dave;Kreis 5;Gewerbeschule;47.38319;8.53053;Private room;65;25;0;;;1;365
30203263;central, easy n nice with own balconyROOM1;225862509;Dani;Kreis 5;Gewerbeschule;47.38282;8.52988;Private room;42;15;1;2019-09-23;0.06;3;365
30208059;Pequeño Departamento;100005019;Cecilia;Kreis 6;Unterstrass;47.38754;8.53985;Shared room;90;1;0;;;1;332
30226235;Cosy 1BR Centrally Located + Balcony;3528377;Marc;Kreis 4;Hard;47.38446;8.50905;Entire home/apt;84;2;73;2021-01-14;2.71;15;362
30239388;Executive 1BR Centrally Located + Balcony;3528377;Marc;Kreis 4;Hard;47.38494;8.50731;Entire home/apt;117;2;33;2020-10-06;1.21;15;236
30239688;Design 3BR Centrally Located + Balcony;3528377;Marc;Kreis 4;Hard;47.38506;8.50766;Entire home/apt;158;2;52;2020-12-13;1.92;15;233
30285112;Room in central Zurich ( free for holidays );14238806;Efrain;Kreis 2;Enge;47.36547;8.5322;Entire home/apt;100;1;6;2020-01-02;0.24;1;88
30292785;NEW: ROOF TOP flat next to famous Bahnhofstrasse;220744491;Jürg;Kreis 1;Lindenhof;47.37356;8.53963;Entire home/apt;110;28;4;2020-02-03;0.15;2;363
30304406;charming centrally located apartment;137079901;Michelle Sara;Kreis 4;Langstrasse;47.37712;8.52162;Entire home/apt;55;30;2;2020-06-25;0.09;1;151
30368443;Binz111A006;101179485;Vinh;Kreis 3;Alt-Wiedikon;47.36107;8.5173;Entire home/apt;80;1;33;2020-02-20;1.21;9;85
30391935;Binz111A007;101179485;Vinh;Kreis 3;Alt-Wiedikon;47.36107;8.5173;Entire home/apt;80;1;25;2021-02-09;0.95;9;177
30395219;Binz111-b129;101179485;Vinh;Kreis 3;Alt-Wiedikon;47.36107;8.5173;Entire home/apt;80;1;37;2021-01-13;1.41;9;87
30395916;Zürich 3, schönes/gemütiches Zimmer 2;188291999;Bruno;Kreis 3;Sihlfeld;47.37018;8.51908;Private room;36;1;111;2021-02-06;4.07;3;354
30396563;Binz111-b128;101179485;Vinh;Kreis 3;Alt-Wiedikon;47.3609;8.5177;Entire home/apt;80;1;41;2020-09-27;1.61;9;180
30396644;Binz111-B127;101179485;Vinh;Kreis 3;Alt-Wiedikon;47.36085;8.51767;Entire home/apt;80;1;49;2020-10-30;1.83;9;160
30396907;Binz111-B131;101179485;Vinh;Kreis 3;Alt-Wiedikon;47.36095;8.51767;Entire home/apt;80;1;61;2020-11-08;2.25;9;152
30397023;Binz111-B130;101179485;Vinh;Kreis 3;Alt-Wiedikon;47.36088;8.51752;Entire home/apt;80;1;76;2021-02-14;2.81;9;175
30397124;Binz111-B126;101179485;Vinh;Kreis 3;Alt-Wiedikon;47.36086;8.5176;Entire home/apt;80;1;52;2021-02-01;1.92;9;174
30415457;Parterrezimmer II in EFH Zürich-Hottingen, Kreis 7;10487269;Christine;Kreis 7;Hottingen;47.36642;8.56304;Private room;49;3;19;2020-08-29;0.7;4;362
30440485;Completely Furnished Apartment in central  Zürich;152504039;Fathy;Kreis 4;Hard;47.38126;8.50611;Entire home/apt;295;15;1;2019-06-14;0.05;1;363
30460352;Bequeme und charmante Zimmer in Zürich Zentrum;228625646;Alexandra;Kreis 9;Altstetten;47.38557;8.49612;Private room;66;1;29;2020-10-04;1.14;1;364
30468155;Stilvolles Zimmer in einer modernen Wohnung;61769849;Aljoscha;Kreis 12;Saatlen;47.40563;8.55947;Private room;33;2;6;2020-03-12;0.27;1;11
30586177;Zimmer in moderner Neubauwohnung nahe Stadtzentrum;137784938;Silja;Kreis 9;Albisrieden;47.38009;8.48738;Private room;60;4;1;2019-01-01;0.04;1;89
30588373;"Stunning Modern Apartment "" POCKET WiFi""";172671195;Maria;Kreis 10;Wipkingen;47.39418;8.52254;Entire home/apt;109;1;50;2021-02-12;1.86;8;336
30686329;Private double-room in Zurich city centre;19367610;Charlene;Kreis 4;Langstrasse;47.37595;8.53031;Private room;110;14;0;;;2;0
30724673;BIG  room  15 min. from HB main station;74289343;Maria;Kreis 2;Wollishofen;47.34207;8.53288;Private room;28;1;89;2020-02-28;3.34;9;56
30725086;Room 30 min.from airport 10 min. from main station;74289343;Maria;Kreis 2;Wollishofen;47.339;8.53324;Private room;30;1;47;2020-03-30;1.79;9;148
30754406;Top room at Kreis 5 -Neu3.;225862509;Dani;Kreis 5;Gewerbeschule;47.38274;8.52857;Private room;89;10;3;2019-03-28;0.12;3;90
30754572;Room 30 min.from airport 10 min. from main station;74289343;Maria;Kreis 2;Wollishofen;47.3417;8.53304;Private room;29;1;88;2020-03-07;3.3;9;178
30804439;Centrally located apartment;39316042;Matthias;Kreis 11;Oerlikon;47.41381;8.53837;Private room;129;1;2;2019-05-19;0.08;1;88
30821704;room@kreis5 very central!neu2bal;97924357;CHECKin;Kreis 5;Gewerbeschule;47.38307;8.52971;Private room;65;7;1;2019-02-28;0.04;5;365
30844252;Hip Loft Apartment in the heart of Zurich;3309885;Just;Kreis 4;Langstrasse;47.37556;8.52462;Entire home/apt;135;7;24;2020-09-26;0.91;1;37
30901675;Enjoy the  city lights but relax in peace & quiet;8061776;Salvia;Kreis 2;Wollishofen;47.33248;8.53535;Private room;73;60;1;2018-12-29;0.04;4;0
30970681;Studio Premium with Zurich views;806249;Premium;Kreis 3;Friesenberg;47.35803;8.49703;Entire home/apt;74;6;2;2020-12-24;0.5;1;311
30972700;Big room with view, 500 m from Zürich main station;74289343;Maria;Kreis 5;Gewerbeschule;47.38551;8.53127;Private room;49;1;37;2019-06-29;1.4;9;364
30973109;Room 30 min. to airport, 5 min. to Zürich station;74289343;Maria;Kreis 5;Gewerbeschule;47.38396;8.53169;Private room;49;1;44;2019-12-30;1.66;9;363
31019236;200 m2 Apartement ,  3 bathrooms in zürich city;2904606;Sigrid;Kreis 7;Hottingen;47.36912;8.55666;Entire home/apt;440;5;0;;;3;179
31035748;Room with a view, 5min. from Zürich main station;74289343;Maria;Kreis 5;Gewerbeschule;47.38253;8.53469;Private room;39;1;37;2019-06-30;1.41;9;56
31039470;Your City ❤️ Apartment & Rooftop;1329022;Ilan & Anna;Kreis 3;Sihlfeld;47.37428;8.51837;Entire home/apt;129;3;9;2019-12-21;0.37;5;0
31141755;Beautyfull and central room in Zurich;88734683;Timo;Kreis 6;Unterstrass;47.39219;8.53906;Private room;35;14;11;2020-10-01;0.43;1;83
31248202;"modern studio; large terrace; quiet location";233790010;InVia;Kreis 9;Altstetten;47.39057;8.47366;Entire home/apt;72;2;45;2020-11-27;1.79;1;116
31332140;Quiet and charming apartment perfect Homeoffice;50682320;Anna;Kreis 4;Hard;47.37646;8.51452;Entire home/apt;110;1;30;2020-04-11;1.37;1;117
31468251;Wunderschöne Dachwohnung im beliebten Kreis 3;2827347;Adriana;Kreis 3;Alt-Wiedikon;47.36715;8.51436;Entire home/apt;80;3;1;2020-09-22;0.19;2;22
31550528;Swiss Star Aussershil-Studio;50348083;Apartments Swiss Star;Kreis 4;Werd;47.37117;8.52878;Entire home/apt;122;1;232;2021-01-17;9.46;47;364
31606785;Cosy, centrally located Room;10790544;Nadine;Kreis 10;Wipkingen;47.39531;8.52095;Private room;51;1;14;2020-02-14;0.66;2;0
31634696;Mon Bijou is for you!;2381860;Monika;Kreis 4;Hard;47.38232;8.51642;Private room;60;3;11;2020-02-28;0.43;2;89
31658829;Cozy apartment in Zurich, Binz;227286241;Lydia;Kreis 3;Friesenberg;47.35961;8.51251;Entire home/apt;120;30;1;2019-07-04;0.05;2;348
31773907;Room in Wiedikon - Goldbrunnenplatz;43100236;Pierre;Kreis 3;Alt-Wiedikon;47.36768;8.51483;Private room;57;2;2;2019-02-20;0.08;1;33
31817066;Lovely comfortable room in a hip part of the city;34370813;Ladina;Kreis 4;Hard;47.37514;8.51872;Private room;62;2;19;2021-01-21;0.78;2;150
31855924;Big and sunny room near to opera house;238719827;Ant0nio;Kreis 7;Hottingen;47.36869;8.55149;Private room;60;1;107;2021-02-14;4.25;2;44
31891625;Cozy Apartment;8084476;Remo;Kreis 11;Oerlikon;47.40316;8.54509;Private room;84;1;3;2019-11-06;0.14;1;89
32038937;City center studio by the lake + SIM WiFi;222814543;Haoran;Kreis 8;Seefeld;47.36283;8.54974;Entire home/apt;120;12;59;2020-12-18;2.36;3;247
32053770;Nice and big 1 BR flat city center/near lake (D8);23561865;Tania;Kreis 8;Seefeld;47.35621;8.55365;Entire home/apt;126;2;66;2021-02-04;2.7;31;44
32087275;Apto. Seefeld Zurich, near Lake, with canopy bed;144152326;Ione;Kreis 8;Mühlebach;47.35588;8.55613;Entire home/apt;80;6;2;2020-08-29;0.32;1;364
32097703;Central Apartment (Monthly rental only);20152316;Andreas;Kreis 5;Gewerbeschule;47.38583;8.52757;Entire home/apt;83;30;0;;;1;1
32097858;SMALL Single Room;134482609;Hostel Swiss Residence Club;Kreis 9;Altstetten;47.38804;8.49213;Private room;57;7;17;2020-12-01;0.79;7;89
32215562;Big bedroom close to Samsunghall.;241745670;Camille;Kreis 12;Schwamendingen-Mitte;47.40679;8.57159;Private room;45;3;9;2019-10-02;0.37;1;88
32295519;Spacious Maisonette with garden in the city;5148068;Daniel;Kreis 7;Witikon;47.35649;8.58213;Entire home/apt;499;3;2;2019-08-11;0.1;1;180
32295676;Cosy & central Zurich appartement;49421914;Laetitia;Kreis 3;Sihlfeld;47.37182;8.51702;Private room;50;2;1;2019-07-11;0.05;1;0
32306972;★Historic Apartment in Zürich  City★;46402386;Eliana & Blas;Kreis 2;Enge;47.36572;8.53406;Entire home/apt;125;10;2;2020-03-04;0.14;1;268
32382441;Schönes Zimmer mitten im Seefeld;28281918;André;Kreis 8;Seefeld;47.36244;8.55003;Private room;65;1;21;2021-01-20;0.85;1;0
32382762;Private Cozy Bedroom in the center of Zürich;49013992;Gül;Kreis 6;Unterstrass;47.38856;8.53689;Private room;76;1;25;2020-08-07;1.02;2;180
32441488;Spacious apartment in Zurich's District 4;72547427;Jana;Kreis 4;Langstrasse;47.38043;8.53226;Entire home/apt;150;2;15;2020-07-26;0.63;1;0
32460804;Swiss Star Aussershil- Single Studio;50348083;Apartments Swiss Star;Kreis 4;Werd;47.37117;8.52878;Entire home/apt;84;1;95;2020-11-22;3.87;47;242
32461402;Swiss Star Aussershil-  Maisonette Apartment;50348083;Apartments Swiss Star;Kreis 4;Werd;47.37117;8.52878;Entire home/apt;160;1;33;2019-12-03;1.37;47;0
32523536;Manesse Room 4;174690521;Michael;Kreis 3;Alt-Wiedikon;47.36714;8.52127;Private room;50;1;51;2020-10-30;2.57;3;362
32585235;schönes grosses ruhiges sonniges Zimmer (20 qm);244894367;Lena;Kreis 7;Witikon;47.35808;8.6002;Private room;62;1;4;2019-11-08;0.19;3;365
32625363;♥ Zurich City - Modern room with private Bathroom;20882083;Alan;Kreis 5;Escher Wyss;47.39014;8.50848;Private room;60;1;13;2020-09-20;0.54;1;72
32632296;Quiet and public transport (201);480998;Pius;Kreis 11;Oerlikon;47.40438;8.54943;Entire home/apt;68;40;4;2019-11-08;0.18;4;146
32649111;Private Spa Suite;33086768;Mireille;Kreis 9;Altstetten;47.38631;8.48693;Entire home/apt;504;1;18;2021-02-10;0.83;1;77
32688672;Cozy  Apartment, Center of Zürich;49013992;Gül;Kreis 10;Wipkingen;47.38872;8.53613;Entire home/apt;289;1;2;2019-08-23;0.08;2;90
32759483;Charming private room in Seefeld;6245882;Alejandro;Kreis 8;Mühlebach;47.35425;8.55801;Private room;100;1;11;2020-08-22;0.46;2;89
32765207;Schöne Ferienwohnung im Grünen, unweit vom Zentrum;246423582;Thao;Kreis 12;Schwamendingen-Mitte;47.40321;8.56724;Entire home/apt;64;1;10;2020-09-17;0.53;1;0
32815957;Private Cozy Bedroom in the center of Zürich 2;42941652;Bahtiyar;Kreis 6;Unterstrass;47.38542;8.53863;Private room;89;1;5;2019-09-16;0.21;1;180
32825753;A 2 paradas del centro+Wifi+cerca Aeropuerto;4104800;Cristina;Kreis 11;Seebach;47.41416;8.5577;Private room;46;1;35;2020-11-22;1.46;1;0
32830049;Cozy shared Apartment 5min from the City Centre;62953333;Rafaël Thijs;Kreis 6;Oberstrass;47.38169;8.54573;Private room;45;30;0;;;1;178
32856754;Karma Oasis in the Heart of Zurich;11210478;Patrick;Kreis 2;Enge;47.36592;8.52842;Private room;93;2;9;2019-11-16;0.39;2;1
32880154;Rooftop, bright & central  room with own balcony;13365928;Maher;Kreis 2;Enge;47.36053;8.52656;Private room;49;7;46;2020-09-22;1.95;2;0
33059980;Longsheng Mingjing Apartment;3282878;Stefanie;Kreis 6;Unterstrass;47.38487;8.54462;Entire home/apt;966;1;0;;;1;90
33067330;Studio in Wollishofen for Male Professional;248840632;Alexander;Kreis 2;Wollishofen;47.34693;8.53326;Entire home/apt;42;10;1;2019-05-03;0.05;1;28
33085569;Hippes 4* Hotel im Trendquartier - Doppelzimmer;249003124;Züri;Kreis 5;Escher Wyss;47.39054;8.52142;Hotel room;123;1;77;2020-12-27;3.41;2;365
33123579;Studio in Downtown Zurich City with Balcony;249353536;Lili;Kreis 3;Sihlfeld;47.37607;8.51417;Entire home/apt;50;2;84;2021-01-01;3.61;4;0
33148119;Fantastic 2BD flat/ near lake/ 110sqm (Mainau 10);23561865;Tania;Kreis 8;Mühlebach;47.36124;8.55203;Entire home/apt;113;2;9;2021-02-17;0.4;31;114
33150798;Geniales 3 Sterne Boutique Hotel zentral gelegen;97919881;DuTheatre;Kreis 1;Hochschulen;47.37705;8.54509;Hotel room;1020;1;41;2020-11-29;2.01;1;0
33152255;Einzigartiges Swissstyle Hotel an ruhiger Citylage;249607672;Swiss Night;Kreis 7;Hottingen;47.36902;8.55053;Hotel room;123;1;40;2021-01-16;1.78;1;365
33182216;1.5 room apartment in Zurich (SH-0.4L);25291258;Delta Estates;Kreis 11;Oerlikon;47.40229;8.54445;Entire home/apt;81;7;5;2020-12-01;0.52;11;179
33207907;Zurlinden Apt2 with 2 balconies;40667302;Peter;Kreis 3;Sihlfeld;47.37617;8.51201;Entire home/apt;200;30;0;;;15;56
33236884;Bed-Sofa in open space - Shared space;237279992;Thomas;Kreis 3;Alt-Wiedikon;47.36408;8.52096;Shared room;47;1;22;2019-09-22;0.93;1;0
33302231;4-Bedroom, 3-bath spacious, bright apt. Hottingen;2616961;Stefan;Kreis 7;Hottingen;47.36693;8.55756;Entire home/apt;475;10;1;2020-01-04;0.07;3;358
33314423;Fully furnished 3room apartment in Zurich’s center;12629216;Ivo & Anja;Kreis 6;Unterstrass;47.38702;8.54031;Entire home/apt;100;2;24;2021-01-03;1.13;1;0
33326644;Hübsche Unterkunft im City Center;102198179;Jackie;Kreis 4;Werd;47.37075;8.52675;Entire home/apt;101;1;3;2020-09-28;0.58;1;240
33360025;TOP*CENTRAL*STUDIO*ZURICH;23565345;Nikola;Kreis 3;Alt-Wiedikon;47.3647;8.50899;Entire home/apt;65;3;46;2021-02-20;1.99;1;207
33360498;Rooftop-Studio/WORKSPACE🇨🇭;94601949;Judy;Kreis 7;Fluntern;47.37725;8.56622;Private room;79;1;6;2020-09-18;0.34;6;365
33361295;Modern Flat in Old town, close to train station;1194590;Simon;Kreis 1;Lindenhof;47.37284;8.54013;Entire home/apt;375;3;41;2020-03-08;1.87;1;180
33438512;Tolles Zimmer mit Bad und eigenem kl Sitzplatz;17666100;Anne;Kreis 7;Hottingen;47.38333;8.58922;Private room;58;2;0;;;1;363
33461629;Weinberg;2756864;Jennifer;Kreis 6;Oberstrass;47.38504;8.54484;Entire home/apt;90;30;0;;;6;331
33572316;Peaceful room in green area of the city;142652075;Lazhar;Kreis 11;Seebach;47.41881;8.54539;Private room;36;7;4;2019-08-17;0.19;1;364
33578895;Zurich cozy room, nearby airport;41971324;Hyunzin;Kreis 11;Seebach;47.43029;8.54002;Private room;79;1;1;2019-11-30;0.07;1;83
33613152;18m2 Privat Room in shared Loft;79837655;Klaudija;Kreis 4;Hard;47.38013;8.5163;Private room;65;30;1;2019-10-02;0.06;2;183
33640154;"Cosy Studio; close to ETH/UZH 
10 min Walk-Center";21604524;Tim;Kreis 7;Hottingen;47.37167;8.55505;Entire home/apt;65;2;7;2019-08-29;0.31;1;303
33689705;A cozy room near Oerlikon train station;18174382;Mei-Chih;Kreis 11;Oerlikon;47.40868;8.55755;Private room;39;6;1;2019-04-30;0.04;1;0
33738832;Zürich Oerlikon, bestens gelegen und ruhig  (102);480998;Pius;Kreis 11;Oerlikon;47.40467;8.54908;Entire home/apt;65;30;7;2020-05-01;0.33;4;116
33800187;Bright room with new furniture in best location;101114274;Andreas;Kreis 5;Gewerbeschule;47.38214;8.52955;Private room;60;1;101;2020-10-27;4.46;1;0
33820792;Cozy room in the heart of Zürich;14668334;Lea;Kreis 4;Langstrasse;47.37755;8.5229;Private room;58;2;1;2020-12-20;0.43;3;56
33847129;Helle grosse Wohnung mit Zueri- und Uetlibergblick;87672233;Pablo;Kreis 9;Albisrieden;47.37112;8.49875;Entire home/apt;120;2;28;2020-12-12;1.24;1;82
33848366;zurich center;6420174;Markus;Kreis 4;Hard;47.37949;8.5189;Private room;100;2;0;;;1;179
33870505;Charming flat in Seefeld;6245882;Alejandro;Kreis 8;Mühlebach;47.35542;8.55812;Entire home/apt;160;2;4;2021-02-21;0.93;2;353
33993690;4 bedroom Zurich flat with lovely city view;62954320;Rakhal;Kreis 10;Höngg;47.39972;8.5047;Entire home/apt;200;2;18;2020-06-15;0.84;2;0
34016429;Grosszügiges Zimmer in moderner Wohnung;191009859;René;Kreis 9;Altstetten;47.38931;8.49282;Private room;38;3;77;2021-02-20;3.6;1;109
34105681;Am Puls von Zürich, Apart. 06;84830246;Bandula;Kreis 4;Langstrasse;47.38206;8.52815;Entire home/apt;60;1;41;2020-03-14;1.84;6;55
34160893;Beautiful City Home;1786563;Claudia;Kreis 6;Unterstrass;47.391;8.54277;Entire home/apt;390;6;1;2019-08-04;0.05;1;25
34198088;Comfy and big room in Zurich Wiedikon;258183943;Elena;Kreis 4;Langstrasse;47.3761;8.51992;Private room;55;2;47;2021-01-31;2.14;1;177
34239668;Cute apartment with a city view and parking place;169551300;Shirin;Kreis 10;Wipkingen;47.39172;8.53026;Entire home/apt;145;1;3;2019-06-01;0.14;1;364
34242766;Lovely 1 bedroom flat (10 min from Zurich HB);155289074;Rosangela;Kreis 11;Oerlikon;47.4034;8.54675;Entire home/apt;70;2;10;2020-01-29;0.49;1;12
34263221;ColorStreet Cosy Flat;1480663;Illy;Kreis 8;Seefeld;47.36271;8.54816;Entire home/apt;109;2;13;2020-03-08;0.6;1;157
34283991;Sunny bright apartment at Zurich Niederdorf;30287798;Tobias Bruno;Kreis 1;Rathaus;47.37482;8.54334;Entire home/apt;76;3;41;2020-08-30;1.88;1;329
34300920;Zürich: Zimmer in Atelierwohnung im Grünen;247949502;Josefine;Kreis 11;Affoltern;47.42385;8.50211;Private room;54;4;35;2021-02-12;1.68;1;56
34333381;Zurlinden Apt2 with 2 Balconies;40667302;Peter;Kreis 3;Sihlfeld;47.37782;8.5098;Entire home/apt;200;5;0;;;15;56
34357516;Individual loft, near Airport/Centre;78632526;David;Kreis 12;Schwamendingen-Mitte;47.40967;8.57562;Private room;75;1;24;2020-03-12;1.1;1;240
34472705;Close to city center and the forest;144538506;Barbara;Kreis 6;Unterstrass;47.40148;8.53308;Private room;43;1;42;2021-02-01;1.9;1;89
34550774;Urban living while overlooking Zurich;30650400;Martin;Kreis 9;Altstetten;47.39457;8.48447;Entire home/apt;120;2;20;2021-02-14;1.05;1;173
34554342;Homeoffice Stadtwohnung mit Parkplatz und Balkon;213296181;Edgar Patrik;Kreis 10;Wipkingen;47.397;8.51879;Entire home/apt;89;2;37;2021-02-12;1.75;2;1
34571687;Comfortable stay in the center of Zurich;19898314;Katarína;Kreis 3;Alt-Wiedikon;47.36626;8.52101;Private room;61;1;8;2019-10-05;0.37;3;351
34613307;Cute, lovely and very central located home;261136040;Urs;Kreis 1;Rathaus;47.37313;8.54521;Entire home/apt;99;28;8;2020-12-07;0.42;1;336
34639342;A generous and stylish room, in top location;212245115;Lisa;Kreis 7;Hottingen;47.36609;8.56021;Private room;87;2;47;2020-10-16;2.18;1;0
34674097;Lovely studio at the city with balcony and views;13570663;Chris;Kreis 8;Mühlebach;47.35067;8.56311;Entire home/apt;70;4;27;2020-12-16;1.24;37;365
34730791;bright & cozy accommodation very central;46444720;Sarah;Kreis 3;Sihlfeld;47.36998;8.52378;Entire home/apt;120;5;2;2019-06-30;0.1;2;208
34743620;Super cool & modern apartment in central location!;198265997;Mia;Kreis 5;Gewerbeschule;47.38326;8.53162;Entire home/apt;125;6;6;2020-07-30;0.28;6;180
34795712;Mühlebachstrasse;2756864;Jennifer;Kreis 8;Mühlebach;47.36339;8.55116;Entire home/apt;90;30;1;2019-09-01;0.06;6;331
34811356;Vegan friendly PR close lake and 10min mainstation;229666454;Martina;Kreis 8;Mühlebach;47.35551;8.55752;Private room;54;3;34;2020-10-15;1.63;1;0
34918727;Zurich at its best - 8 min. from the real center;3176258;Stephan;Kreis 7;Hirslanden;47.36372;8.55814;Private room;149;2;1;2019-05-23;0.05;1;87
34926273;Suite Habana;150946468;Zet;Kreis 7;Fluntern;47.37902;8.55632;Private room;90;3;3;2019-05-29;0.14;1;364
34940478;Cozy place in Zurich, District 4;78287671;Nicole;Kreis 4;Hard;47.38059;8.50683;Entire home/apt;95;3;2;2019-09-29;0.11;1;180
34941952;Zürich Studio near Art Museum and Centre;220605955;Cristian;Kreis 7;Hottingen;47.36892;8.55293;Entire home/apt;83;4;17;2020-12-10;0.92;1;0
34959544;Wohlfühlen mit Seeblick;161257332;Antonia;Kreis 2;Wollishofen;47.33815;8.53647;Private room;105;1;6;2019-09-15;0.29;1;89
35019447;Fairy-Tale Apartment next to the Opera & Bellevue;2894699;Andreas;Kreis 7;Hottingen;47.36589;8.55674;Entire home/apt;138;2;19;2021-01-10;0.95;1;342
35025688;Sunny & Quiet Apartment, 20min from City center;263856201;Juerg & Valeria;Kreis 7;Witikon;47.36026;8.58299;Entire home/apt;231;4;32;2020-08-25;1.63;2;223
